Appliances,lights,T1,T2,T3,T4,T5,T6,T7,T8,T9,T_out,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_out,Press_mm_hg,Windspeed,Visibility,Tdewpoint
60,0,19.76,19.29,18.7,19.26,16.89,0.6,16.2,19.705,15.89,0.0,38.1266666666667,37.863333333333294,39.7,38.0,58.0,96.76333333333329,33.4833333333333,45.1633333333333,40.5,88.0,761.7999999999998,2.0,61.0,-1.8
40,0,20.5,19.7,19.6,17.0,17.7,-1.7,16.6666666666667,19.493888888888897,15.89,0.0,36.9666666666667,36.59,40.1633333333333,38.0,43.5016666666667,94.9,31.8894444444444,43.7,40.1633333333333,88.0,765.1,4.0,61.0,-1.7
40,0,17.6,16.6,17.89,15.6,15.7388888888889,4.56,15.89,17.0,15.39,4.5,41.26,41.79,40.26,40.9,48.5,99.69,36.302222222222206,44.015,40.59,100.0,763.0,5.0,8.0,4.5
60,0,19.1,18.6,18.1,15.89,15.420555555555598,5.46666666666667,15.566666666666698,19.6,15.1,5.1,41.8266666666667,41.29,43.826666666666696,47.59,51.0794444444444,99.9,40.09,50.8,46.7,92.0,769.6,5.0,23.0,3.9
50,0,21.463333333333296,20.625,20.29,18.1,18.384444444444398,8.39,16.25,18.334444444444397,16.29,8.0,42.363333333333294,41.6175,44.2,47.09,58.0105555555556,99.9,44.1683333333333,50.015,49.7,95.0,767.0,2.0,62.0,7.2
250,20,21.29,20.79,20.566666666666695,21.1333333333333,17.9144444444444,10.366666666666701,17.79,18.7,17.0,10.3,43.09,42.5,44.5,44.7666666666667,51.055,97.7666666666667,42.1572222222222,47.8877777777778,47.4333333333333,84.0,764.1,4.0,27.0,7.7
50,20,21.29,20.79,20.79,21.5,18.0,9.69,18.493888888888897,17.8677777777778,17.1,9.9,45.3633333333333,44.2,45.06,44.5,69.8916666666667,88.4333333333333,45.2288888888889,49.175555555555604,47.59,80.0,759.5,10.0,40.0,6.5
40,0,19.2,18.39,19.79,18.1,17.39,9.8,17.533333333333303,17.6,17.0,9.8,47.09,46.9,45.29,48.29,54.0,99.9,45.515,51.5,49.2,96.0,755.7999999999998,6.0,61.0,9.2
50,0,18.79,17.79,19.5,17.5,17.0,0.9,17.785,17.834444444444397,16.745,3.0,43.59,44.09,43.09,43.79,51.461111111111094,96.3966666666667,38.9,45.24,43.79,86.0,765.2,5.0,40.0,0.9
50,0,20.033333333333296,19.5,19.89,16.6,16.7,9.0,16.806666666666697,19.2,16.29,9.1,43.73,43.2,44.59,46.29,51.79,85.79999999999998,42.4166666666667,51.4544444444444,47.59,82.0,760.2,9.0,40.0,6.2
50,0,21.6,20.823333333333295,20.79,18.7,18.481666666666698,3.76,17.0,20.79,16.5,4.5,42.09,41.23,44.59,42.933333333333294,52.83,99.3,39.4,50.1944444444444,47.2,87.0,754.7,5.0,29.0,2.5
40,20,22.23,21.29,21.7,19.29,20.0944444444444,11.39,18.981666666666698,21.7,17.29,11.5,46.4333333333333,46.1266666666667,46.5,49.7,53.1033333333333,99.9,50.145,55.15222222222221,51.7,94.0,755.5,8.0,27.0,10.5
70,20,22.926666666666698,22.033333333333296,23.2,21.5,20.29,10.19,18.806666666666697,20.926666666666698,17.89,10.2,45.26,44.29,45.26,48.9,62.258888888888904,99.76333333333329,45.715,55.3105555555556,50.4666666666667,95.0,759.6,9.0,61.0,9.4
60,30,21.856666666666698,21.29,21.6277777777778,21.5,20.0,4.46666666666667,18.5277777777778,21.51111111111109,18.1,5.4,44.6633333333333,42.79,45.4277777777778,45.79,68.0994444444444,95.83,40.9,51.9155555555556,46.59,85.0,758.5,6.0,40.0,3.0
30,0,22.2,21.39,22.6,20.79,19.2,2.8333333333333295,18.6,23.0944444444444,18.29,3.2,43.06,42.09,43.9666666666667,42.26,61.9716666666667,84.32666666666668,37.72,45.824444444444396,45.1566666666667,88.0,765.2999999999998,2.0,40.0,1.3
60,20,22.39,21.6,21.9877777777778,21.1333333333333,19.183333333333305,7.9,18.481666666666698,21.35111111111109,18.29,7.3,44.0,43.0,44.2,46.26,71.925,96.06,41.08111111111109,52.773333333333305,46.9,93.0,765.2,2.0,23.0,6.3
60,0,22.29,21.6666666666667,22.6,20.2,18.71,9.19,18.6,20.89,18.7,9.3,45.06,43.5,45.29,47.79,56.29,88.9,43.25,53.4833333333333,49.29,85.0,757.2999999999998,5.0,40.0,6.8
20,0,22.79,22.1333333333333,21.6666666666667,19.1666666666667,19.378888888888895,10.4633333333333,18.79,22.396111111111104,19.0,10.6,43.1633333333333,42.76,44.76,44.4,64.5238888888889,61.83,39.9611111111111,50.5833333333333,48.06,66.0,742.6,9.0,40.0,4.5
80,20,22.066666666666695,21.1,21.6,22.8,19.77,7.53,18.9205555555556,22.235,18.89,7.3,41.863333333333294,41.433333333333294,43.4666666666667,41.6633333333333,90.0133333333333,70.12333333333329,37.357222222222205,49.535,42.4666666666667,79.0,743.5,13.0,25.0,3.8
50,0,23.025,22.39,23.5,21.7,20.9022222222222,6.1233333333333295,19.138888888888896,22.255,18.89,6.4,42.475,41.26,42.79,44.09,49.5833333333333,75.48999999999998,36.9611111111111,48.0255555555556,43.03,80.0,744.7,11.0,22.0,3.2
70,0,22.5,21.76,22.6,19.1,19.29,2.1566666666666694,20.1,23.2,18.89,3.0,42.73,40.59,43.4,40.76,50.645,92.12333333333329,39.857222222222205,45.69,42.933333333333294,88.0,738.7,6.0,40.0,1.2
60,30,21.2,20.7,20.79,20.0,19.79,2.66333333333333,20.265,23.0833333333333,18.89,3.2,43.4,41.433333333333294,42.29,44.826666666666696,73.8494444444444,91.0266666666667,40.5494444444444,48.1116666666667,43.06,97.0,747.2999999999998,3.0,63.0,2.7
70,0,22.2,21.323333333333295,21.5,20.7,19.3122222222222,2.9,20.1055555555556,23.2,18.6,3.0,41.29,40.4666666666667,42.7,41.73,56.4333333333333,92.0,39.6388888888889,47.632222222222204,43.09,95.0,748.1,3.0,25.0,2.2
50,0,21.6,19.6666666666667,21.0,20.0,20.265,1.7,19.5,23.0,18.5,1.4,38.4,38.76,39.363333333333294,40.5,80.5761111111111,84.4,33.8633333333333,43.3416666666667,39.59,89.0,741.6,2.0,26.0,-0.2
50,10,21.79,20.1,21.39,19.2,18.2,3.53,19.1,21.79,18.0,2.9,39.9,40.79,40.59,41.0,52.0,91.93333333333328,37.073333333333295,44.7166666666667,41.933333333333294,98.0,732.9,2.0,31.0,2.6
60,0,20.7,18.926666666666698,20.2,19.2,18.79,2.7,19.4755555555556,22.22,17.7,2.6,41.1633333333333,41.29,41.7,40.5,71.1294444444444,90.5633333333333,36.8911111111111,42.7805555555556,41.1266666666667,92.0,746.9,5.0,24.0,1.4
60,30,21.39,19.39,21.0,21.966666666666697,19.2,-1.53,19.2,21.79,18.0,-0.6,39.0,39.845,39.4666666666667,38.59,42.9,79.8233333333333,31.6333333333333,40.245,39.09,92.0,768.6,2.0,29.0,-1.8
60,0,21.76,19.5,20.5,19.89,19.463333333333296,-4.46666666666667,19.6,21.89,18.2,-3.0,34.86,35.43333333333331,37.09,34.79,58.0933333333333,76.29999999999998,27.926666666666698,38.723333333333294,39.06,88.0,768.4,1.0,64.0,-4.8
60,0,21.0,19.1666666666667,19.89,18.6,18.89,-1.76,18.7,21.533333333333296,17.963333333333303,-0.2,35.6266666666667,36.8266666666667,36.856,35.845,42.7257142857143,80.8666666666667,29.356666666666698,39.79,38.09,90.0,755.2999999999998,3.0,62.0,-1.6
40,0,21.29,19.79,19.79,19.066666666666695,17.2,1.79,17.5,20.5,17.437142857142902,0.3,35.26,35.73,36.9,36.4666666666667,44.7,79.26333333333329,31.2,39.834,38.024285714285696,99.0,758.0,1.0,11.0,0.1
30,0,19.79,17.963333333333303,20.89,18.2,17.14,5.3,18.0,19.533333333333296,17.533333333333303,6.1,36.26,37.53,35.9,36.59,43.2,69.5266666666667,30.726666666666695,37.6566666666667,37.1933333333333,72.0,757.4,9.0,40.0,1.3
50,0,21.89,20.533333333333296,21.79,23.6333333333333,18.434,10.5,18.1,21.5,17.89,10.9,43.4633333333333,43.4666666666667,41.9571428571429,43.5266666666667,54.79,93.03,42.29,52.1266666666667,44.79,89.0,754.7,11.0,25.0,9.1
40,20,22.1333333333333,20.823333333333295,21.89,22.356666666666698,18.6,10.558,18.5,22.0,18.463333333333296,10.4,44.59,44.36,44.09,45.4,56.9,80.53799999999998,43.5,51.8633333333333,46.76,83.0,753.7999999999998,9.0,40.0,7.599999999999999
60,20,21.6,20.1666666666667,21.426666666666698,21.566666666666695,19.5,4.66,19.29,21.79,18.5,4.4,43.59,44.2,42.29,43.56,53.9971428571429,87.3333333333333,42.86,49.03,44.8057142857143,93.0,753.9,3.0,65.0,3.3
50,0,21.566666666666695,19.6,21.0,20.6,19.29,-0.466666666666667,19.0,20.73,18.2257142857143,0.1,40.79,41.09,40.4,38.4,79.26857142857139,84.0633333333333,37.29,45.79,41.0571428571429,97.0,760.6,2.0,20.0,-0.3
60,20,21.73,19.89,20.6,22.76,19.1,-1.13333333333333,19.7,22.39,18.02,0.4,37.4,38.4666666666667,38.53,36.9,51.93,82.06,35.0957142857143,41.245,37.776,87.0,755.7999999999998,2.0,20.0,-1.6
30,0,21.6,19.89,21.29,21.823333333333295,19.39,2.59,19.238571428571397,21.356666666666698,17.89,2.0,38.76,39.56,38.06,36.6933333333333,44.29,80.18999999999998,35.79,40.463333333333296,37.56666666666669,95.0,757.2,1.0,53.0,1.2
50,0,21.0,19.39,20.5,19.89,19.6,0.833333333333333,18.7,20.7,17.7,1.7,37.4,37.0,36.9666666666667,35.20000000000001,70.7,64.1933333333333,34.2,43.09,38.2666666666667,85.0,751.0,2.0,20.0,-0.6
50,0,21.29,19.533333333333296,20.89,19.29,17.81,0.7,19.7,22.356666666666698,18.0,1.1,35.29,34.9,35.9666666666667,33.1633333333333,52.9,53.7933333333333,31.332,38.463333333333296,38.5,73.0,753.9,5.0,22.0,-3.3
60,0,20.033333333333296,18.1,19.6,18.79,18.29,1.29,20.2,21.29,18.2,1.7,33.3266666666667,34.3,35.26,32.7,73.45999999999998,51.96,32.73,39.723333333333294,37.9,70.0,760.7,6.0,40.0,-3.3
70,20,21.79,19.39,21.1666666666667,21.856666666666698,19.0,-2.0666666666666695,20.2,22.5,18.29,-1.0,35.09,37.1266666666667,35.09,33.7,40.7,68.4333333333333,27.533333333333296,39.0633333333333,38.863333333333294,92.0,763.6,1.0,62.0,-2.1
30,10,21.066666666666695,19.39,20.6,19.6666666666667,19.2,8.3,18.5,20.823333333333295,17.89,8.5,40.1633333333333,41.7,38.4,39.4666666666667,49.5975,86.9333333333333,35.73,46.7666666666667,40.4666666666667,94.0,750.2,9.0,27.0,7.599999999999999
50,0,21.7,20.0,20.76,20.2,18.5,0.625,18.5,21.39,18.2,1.5,37.4666666666667,36.8266666666667,38.4,36.0,50.0,81.5225,31.89,41.9,38.6566666666667,94.0,744.7,4.0,40.0,0.6
60,10,22.2385714285714,20.39,20.79,19.89,19.1428571428571,1.445,19.1,21.6,18.5,2.7,37.0128571428571,37.29,38.0,35.3842857142857,52.1214285714286,78.45874999999998,31.3525,41.4666666666667,39.02571428571431,86.0,748.0,3.0,29.0,0.6
50,0,21.23,18.7,21.39,19.39,18.73,0.9,18.6,21.7,18.29,0.5,37.3266666666667,39.79,37.59,36.1266666666667,46.6566666666667,77.26,32.09,40.3266666666667,38.7,97.0,740.5,1.0,62.0,0.1
30,0,19.7,17.5,20.1,17.89,18.7,3.6633333333333296,18.365,21.1,18.0,3.4,37.7,40.0,37.145,37.09,57.49,75.73,31.675,38.8333333333333,37.723333333333294,92.0,744.5,4.0,40.0,2.2
40,20,20.0,17.7,20.2,20.2,17.79,-0.866666666666667,17.89,21.5,17.5666666666667,0.0,37.863333333333294,39.79,38.73,37.26,68.5233333333333,77.06,31.7,42.2666666666667,37.2,98.0,747.7,1.0,49.0,-0.3
60,30,20.89,18.356666666666698,21.1,20.926666666666698,18.29,0.633333333333333,18.29,20.5,17.5,0.4,37.9666666666667,40.2666666666667,37.0,35.9666666666667,49.7333333333333,77.9333333333333,33.76,40.1933333333333,36.3266666666667,96.0,753.6,1.0,64.0,-0.1
50,0,20.7,17.926666666666698,20.1,19.426666666666698,18.23,5.06,18.39,20.7,17.5,4.6,37.933333333333294,40.59,38.09,35.20000000000001,47.1266666666667,75.66333333333331,34.045,41.2,38.1266666666667,75.0,754.0,6.0,40.0,0.5
60,20,20.7,18.1,19.89,21.1,18.29,5.156666666666669,18.2,20.6,17.29,4.1,36.59,39.9,37.56,35.43333333333331,58.03,48.4266666666667,33.8266666666667,40.93,36.76,78.0,750.7,2.0,26.0,0.6
40,0,21.6,18.823333333333295,21.1,20.7,18.39,2.16333333333333,19.6333333333333,21.963333333333296,18.1,2.0,38.0,39.933333333333294,38.0,33.79,51.4,57.8333333333333,33.6566666666667,39.933333333333294,39.933333333333294,85.0,763.0,1.0,60.0,-0.3
40,0,21.1,18.426666666666698,20.1,19.76,18.856666666666698,3.0,20.033333333333296,22.1666666666667,18.5,5.3,36.5,39.59,36.463333333333296,34.79,43.0266666666667,56.6,29.7,40.3,39.56,85.0,766.6,2.0,46.0,2.9
30,0,21.5,18.6333333333333,20.1,19.89,18.963333333333296,1.2,20.79,23.5,18.89,1.5,36.0,38.9,36.4666666666667,35.20000000000001,47.0,60.7266666666667,30.43,36.863333333333294,39.09,87.0,768.2,2.0,58.0,-0.4
50,0,21.23,18.245,20.29,19.89,18.79,2.86333333333333,21.6666666666667,23.39,19.29,2.9,35.5,38.7,36.9,34.06,53.0,58.4,32.7,38.6566666666667,38.4,86.0,769.2,3.0,64.0,0.8
50,10,22.2,18.79,22.2,21.1,19.89,1.65,21.125,22.426666666666698,19.5,1.4,36.1633333333333,40.06666666666669,35.4666666666667,34.79,42.6333333333333,39.845,26.4975,37.363333333333294,37.9,76.0,766.6,3.0,22.0,-2.5
70,20,21.5,18.6,20.79,21.1,18.79,3.9333333333333296,20.7,22.89,19.6,4.3,41.59,46.4633333333333,38.73,37.29,47.2,64.59,29.6666666666667,40.59666666666671,38.5,91.0,764.5,3.0,59.0,2.9
60,0,22.1,19.2,22.6666666666667,21.1,18.6,2.4666666666666694,20.05,23.1,19.6,2.5,35.79,37.9,35.863333333333294,32.29,43.9333333333333,35.29,26.945,37.933333333333294,38.03,73.0,765.7999999999998,3.0,20.0,-1.9
50,0,22.566666666666695,19.323333333333295,21.5,22.79,19.1,2.63333333333333,20.963333333333296,22.89,19.89,2.1,34.86,38.09,35.43333333333331,33.76,67.8933333333333,58.4333333333333,27.1,39.1933333333333,37.29,88.0,764.1,1.0,61.0,0.3
60,0,22.39,19.7,21.79,20.2,18.463333333333296,5.5,19.7,22.5,19.6,5.3,36.4,39.1266666666667,36.26,34.6266666666667,46.56,62.466666666666704,30.89,42.1266666666667,37.76,88.0,762.5,3.0,62.0,3.5
50,0,22.0,19.463333333333296,21.823333333333295,20.7,18.5,5.8,19.2,22.5,19.39,5.1,36.0,38.363333333333294,35.53,34.79,43.9,47.66,30.26,40.0633333333333,37.59,84.0,762.5,3.0,24.0,2.6
50,0,22.39,19.39,22.1,20.0,19.89,6.09,19.29,23.7,19.5,5.8,37.433333333333294,40.5,36.7,37.06,44.03,62.2233333333333,32.09,40.96,38.53,91.0,761.4,2.0,65.0,4.4
60,30,22.39,20.033333333333296,21.865,22.29,19.39,6.763333333333329,19.7,22.39,19.2,5.5,37.26,39.53,36.5675,37.29,50.4633333333333,48.9333333333333,36.7,41.9666666666667,37.7,84.0,759.6,1.0,64.0,2.9
60,0,22.7,20.1666666666667,22.1,21.2,20.6,6.06,19.89,23.2,19.7,5.7,38.79,41.53,37.59,37.4,45.5,68.09,36.7,41.3266666666667,39.29,93.5,756.15,3.0,61.5,4.7
50,0,22.29,20.0,22.1,22.426666666666698,19.89,6.69,20.39,23.2,19.39,5.9,39.2,41.2,38.433333333333294,37.433333333333294,48.26,52.43,37.09,43.8333333333333,38.863333333333294,87.0,756.9,1.0,26.0,3.9
60,0,22.033333333333296,19.89,21.926666666666698,20.39,20.1,6.8333333333333295,20.39,22.6666666666667,19.29,6.3,39.53,41.9666666666667,38.29,38.7,53.9333333333333,64.06,38.363333333333294,45.26,40.53,96.0,755.7,3.0,45.0,5.7
70,0,23.0,19.73,23.39,20.7,19.7,1.8633333333333295,20.79,23.1277777777778,19.7,1.5,38.59,41.9666666666667,37.5,40.79,47.504444444444395,65.67277777777781,35.6083333333333,42.9527777777778,40.3266666666667,97.0,759.2,1.0,20.0,1.1
60,0,23.0,21.26,23.0,20.1,20.79,12.83,20.79,24.2,19.89,13.5,41.4666666666667,42.59,39.5,41.5,50.7,30.7666666666667,38.8266666666667,44.796666666666695,41.79,60.0,746.5,8.0,40.0,5.8
60,0,21.926666666666698,19.39,22.926666666666698,20.29,20.0,8.099999999999998,21.39,23.79,20.29,8.4,38.29,41.433333333333294,38.29,39.4,47.23,48.7333333333333,37.6266666666667,40.433333333333294,41.4,76.0,748.5,8.0,40.0,4.3
50,0,22.89,20.1,23.2,20.7,20.1,5.5,21.29,23.5833333333333,20.5,6.5,38.09,41.06,38.59,38.9,46.1633333333333,59.176875,33.8633333333333,42.78,41.9666666666667,90.0,745.6,7.0,62.0,4.9
60,30,21.963333333333296,19.6,22.89,21.566666666666695,20.1,9.463333333333328,21.1,24.426666666666698,20.29,9.8,40.59,42.4666666666667,38.8266666666667,40.2,46.5,49.39,33.7,43.59,39.5,80.0,750.0,8.0,40.0,6.4
30,0,22.39,20.0,22.6,21.1,20.1,6.69,20.6,23.79,20.23,6.5,39.09,41.433333333333294,38.29,40.09,49.29,56.7233333333333,34.2,45.1566666666667,40.3266666666667,95.0,754.2999999999998,1.0,27.0,5.7
60,0,22.39,19.9175,22.29,20.39,19.89,6.19,20.29,24.2,20.1,6.5,39.2,41.745,38.9,39.9666666666667,49.0,64.59,34.29,43.06,41.7,88.0,756.5,5.0,65.0,4.6
50,0,21.5,19.23,22.2,20.29,19.5,8.189999999999998,20.29,21.89,20.0,8.5,38.6266666666667,41.53,37.29,38.09,45.6633333333333,52.6633333333333,33.45,39.5,37.73,77.0,759.6,2.0,40.0,4.6
60,0,20.89,19.1,21.5,19.7,19.29,13.13,20.0,21.29,19.6,13.8,41.7,44.29,38.79,40.7225,45.79,45.16666666666669,36.79,42.5,40.6266666666667,73.0,752.5,7.0,27.0,9.0
50,0,22.1,20.79,23.0,21.1,19.815,14.69,21.1666666666667,24.39,20.323333333333295,15.0,44.59,45.23,41.79,44.09,50.3975,40.2233333333333,40.2,49.6266666666667,46.1633333333333,76.0,748.6,5.0,40.0,10.7
60,0,22.6,20.29,24.6,21.533333333333296,21.29,9.5,21.7,24.29,20.79,9.1,44.2,47.0,40.59,43.1266666666667,68.8266666666667,48.6933333333333,40.7,46.7666666666667,45.23,92.0,748.9,1.0,27.0,7.8
50,0,22.6333333333333,19.6,24.29,21.1666666666667,20.963333333333296,6.06,21.6666666666667,23.2,20.79,7.4,41.03,45.545,38.79,41.2,53.76,53.5,35.4666666666667,40.06,43.326666666666696,88.0,754.2,3.0,40.0,5.5
50,0,21.39,18.823333333333295,22.79,21.1,20.6,6.618571428571431,21.0,22.39,20.5,7.1,41.7,44.2666666666667,39.4,39.53,54.133333333333304,47.394285714285694,37.4,37.96,41.223333333333294,80.0,751.7999999999998,5.0,28.0,3.9
70,0,21.6666666666667,19.2,22.533333333333296,20.89,20.0,7.045,21.39,22.1,20.6,6.5,38.79,41.525,38.09,38.2,47.7,47.8725,36.4666666666667,38.4666666666667,41.4666666666667,85.0,754.2,3.0,40.0,4.2
50,0,21.5,19.033333333333296,23.0,20.76,20.39,6.06,21.39,23.6,20.39,7.8,42.03,45.29,39.7,39.0,48.59,42.36,37.076,42.6566666666667,41.3266666666667,86.0,752.9,2.0,27.0,5.6
60,0,22.2,19.7,22.823333333333295,20.5,20.04,7.366666666666669,21.7,22.89,20.1,7.1,40.79,43.9,39.7,38.59,46.736,55.73,36.59,40.518,40.23,93.0,750.7,2.0,40.0,6.0
50,0,22.6,20.2,22.79,21.5,20.7,9.39,22.5,23.1142857142857,20.7,10.7,39.59,42.0,39.4,38.4,53.016,29.76,37.7,38.3528571428571,42.0,67.0,750.6,4.0,40.0,4.8
50,0,22.39,20.5,23.29,22.6,21.0,8.859999999999998,21.79,23.225714285714304,20.79,11.0,43.7,44.4,40.7,40.73,45.60571428571429,45.1566666666667,36.59,42.9571428571429,42.76,79.0,751.4,6.0,40.0,7.4
70,0,22.5,20.2,25.1666666666667,23.1,21.1375,7.366666666666669,21.6,23.31,21.0,7.3,42.0,43.79,40.5,39.09666666666671,56.44375,44.1333333333333,34.59,45.54,40.1266666666667,88.0,751.7,2.0,40.0,5.4
50,0,21.7,18.963333333333296,23.566666666666695,21.79,20.671428571428603,4.3,21.0,23.1,20.39,4.5,42.09,45.7,39.2,39.29,47.2,52.93,35.96,46.0,45.4333333333333,97.0,753.6,1.0,6.0,4.1
50,0,22.5,20.533333333333296,23.39,22.5,20.7,10.33,21.2,23.6,20.7,10.6,41.5,43.56,39.79,39.9,53.3633333333333,52.8333333333333,36.65875,48.2,43.6633333333333,89.0,751.2999999999998,3.0,21.0,8.9
70,0,22.7,20.39,23.89,22.0,21.1,10.39,21.463333333333296,23.533333333333296,20.79,10.9,42.1633333333333,44.73,39.433333333333294,40.2,53.09,43.73,36.4666666666667,46.1266666666667,43.76,80.0,744.7,7.0,40.0,7.599999999999999
60,0,22.23,19.1666666666667,24.1,21.39,20.79,2.6566666666666694,21.1,24.29,20.823333333333295,4.1,41.03,45.2,39.03,38.2,46.6266666666667,49.4933333333333,33.29,42.2,42.56666666666669,93.0,750.2,2.0,40.0,3.1
50,20,22.2,18.823333333333295,22.5,21.89,20.6,1.42666666666667,21.14,23.2,20.7,4.4,38.6633333333333,42.2,37.863333333333294,36.51875,45.0,48.4,30.79,38.7,39.2,86.0,760.0,1.0,40.0,2.2
50,0,21.463333333333296,19.0,22.533333333333296,22.1,20.2,6.19,20.39,22.5,20.29,6.4,37.1633333333333,38.76,36.363333333333294,34.2,51.56,19.066666666666695,29.5625,41.76,36.6633333333333,74.0,763.7,2.0,40.0,2.1
50,0,21.7,19.2,22.066666666666695,21.79,20.26,5.366666666666669,20.6,22.033333333333296,20.0,6.0,38.59,40.1266666666667,37.26,35.59000000000001,51.0266666666667,39.16,31.2,43.73,38.76,83.0,767.4,3.0,40.0,3.3
30,0,22.2,20.0,22.76,22.571428571428598,20.39,7.526666666666671,21.7,22.5,20.1333333333333,8.099999999999998,34.5,36.0,36.1266666666667,33.0,52.36,12.6566666666667,32.5528571428571,40.47,37.59,64.0,764.5,4.0,40.0,1.6
70,0,22.7,21.1,23.39,22.83,20.5,12.66,22.1,22.7,20.2,12.9,37.2,37.9,37.29,34.856,42.79,8.96666666666667,35.79,45.06,38.59,62.0,760.0,4.0,28.0,5.7
50,0,22.6,20.39,24.79,22.39,21.0,8.5,21.5285714285714,23.6,20.5,9.3,39.09,39.59,36.09,35.168571428571404,57.1,36.033333333333296,32.4,44.9566666666667,38.9666666666667,71.0,757.0,5.0,40.0,4.3
60,0,22.29,19.2,23.463333333333296,22.0,21.0,0.866666666666667,21.6,23.89,20.566666666666695,2.0,35.53,38.5,34.79,32.09,49.6566666666667,32.8666666666667,30.8828571428571,40.723333333333294,36.8266666666667,84.0,759.1,2.0,40.0,-0.5
70,0,21.5,18.39,22.6,21.1,20.29,2.16333333333333,21.79,24.6,20.2,2.0,35.23,38.7,34.7,32.59,42.29,51.1633333333333,33.26428571428569,38.6266666666667,36.363333333333294,90.0,758.1,1.0,40.0,0.5
40,10,21.6333333333333,19.0,21.7,21.39,19.89,2.79,20.6,23.1,19.5,3.4,37.73,39.79,36.4,37.3685714285714,51.6633333333333,53.4,32.07875,43.49,37.5,91.0,749.2,4.0,40.0,2.1
60,0,21.5,18.76,22.05,20.0,19.29,2.09,19.89,22.79,19.39,3.0,36.0,37.6566666666667,35.95000000000001,33.29,48.326666666666696,50.66,29.5,41.23,37.933333333333294,81.0,749.7,6.0,40.0,0.1
60,20,21.5,18.6666666666667,21.39,20.6,19.5,0.4,19.5,22.39,18.89,1.2,35.5,37.5,34.9,35.9,65.0333333333333,50.59,29.7,42.8266666666667,35.4,93.0,755.1,1.0,27.0,0.2
30,0,20.6666666666667,18.066666666666695,22.5,20.0,18.89,3.56,19.29,21.823333333333295,18.7,3.2333333333333294,33.79,36.06,35.20000000000001,32.29,40.4,30.566666666666695,27.823333333333295,39.363333333333294,35.53,79.6666666666667,755.833333333333,3.33333333333333,40.0,0.03333333333333329
50,0,22.7,20.1,22.7,19.7,19.1333333333333,6.96666666666667,19.2,21.73,18.926666666666698,7.0,36.59,39.09,36.4666666666667,38.29,43.4,51.6266666666667,34.29,47.0266666666667,39.5,95.0,756.4,2.0,23.0,6.3
